total,total_big3,yw,sx,yy,wl
401,134,43,0,91,88
245,141,48,87,6,24
188,73,41,5,27,4
383,187,80,46,61,55
464,209,53,59,97,96
219,130,20,75,35,1
142,20,3,3,14,54
336,153,27,53,73,47
326,139,14,50,75,90
273,142,40,64,38,3
336,151,79,41,31,18
271,235,88,87,60,0
304,117,5,50,62,90
260,89,14,3,72,25
224,71,34,37,0,57
198,59,15,18,26,25
302,200,46,86,68,12
351,180,95,34,51,35
325,164,45,76,43,54
185,77,53,7,17,4
175,151,52,15,84,1
388,193,53,79,61,33
275,176,73,4,99,25
319,93,57,9,27,98
246,94,50,25,19,92
173,116,20,16,80,26
470,274,83,98,93,12
125,51,47,0,4,34
278,159,71,49,39,58
303,87,29,5,53,48
411,262,84,90,88,24
468,235,79,79,77,84
230,154,97,2,55,16
245,99,52,8,39,37
251,73,0,6,67,72
244,128,52,40,36,37
263,196,87,30,79,23
289,91,1,71,19,94
267,164,29,44,91,15
327,221,60,89,72,41
343,142,15,48,79,30
261,84,47,11,26,53
356,126,41,61,24,72
263,124,31,63,30,63
294,135,91,40,4,16
355,169,65,38,66,71
219,73,9,36,28,95
354,203,49,68,86,73
417,174,56,40,78,87
226,50,3,28,19,99
373,171,48,68,55,89
376,259,90,82,87,41
209,27,1,13,13,69
72,22,3,8,11,27
123,54,14,13,27,11
218,133,49,38,46,37
307,174,86,15,73,28
352,215,79,39,97,91
310,149,67,31,51,47
352,162,88,68,6,76
404,221,41,92,88,77
295,103,56,1,46,49
308,160,13,79,68,42
330,146,4,57,85,85
289,180,41,79,60,21
330,135,61,39,35,95
202,45,19,17,9,83
342,188,15,78,95,18
291,99,7,6,86,45
387,223,96,73,54,29
245,116,15,16,85,77
300,149,9,81,59,67
275,110,70,38,2,87
332,180,25,93,62,18
250,63,22,40,1,69
291,140,19,54,67,65
265,118,44,43,31,40
445,235,57,86,92,58
326,113,43,63,7,50
252,123,44,18,61,83
318,178,83,3,92,27
243,29,5,5,19,83
399,140,73,26,41,85
354,152,51,18,83,58
378,220,67,98,55,90
379,181,79,67,35,35
320,177,68,19,90,33
316,166,30,44,92,32
365,90,75,3,12,88
251,169,18,78,73,18
291,151,42,83,26,57
214,83,20,14,49,26
169,56,11,5,40,50
298,142,36,92,14,73
187,101,32,16,53,29
364,222,76,49,97,48
293,165,48,43,74,45
255,143,8,49,86,17
318,129,40,9,80,44
337,140,46,94,0,61
306,120,20,63,37,87
276,117,44,40,33,75
242,79,3,35,41,93
241,92,20,11,61,48
283,166,50,54,62,49
378,202,96,65,41,70
510,272,98,91,83,68
277,157,55,14,88,26
311,126,68,12,46,58
398,181,35,61,85,62
317,159,36,28,95,56
335,196,60,37,99,16
254,69,50,8,11,41
334,190,38,62,90,35
194,120,34,31,55,37
211,68,7,0,61,61
248,128,30,22,76,69
312,145,60,67,18,45
316,170,25,51,94,49
349,224,98,36,90,28
340,114,36,76,2,96
342,129,71,5,53,78
275,116,18,70,28,76
386,256,80,90,86,54
253,107,65,0,42,41
245,139,36,16,87,29
287,122,70,35,17,92
385,237,70,68,99,95
261,94,20,71,3,84
177,116,36,17,63,0
210,113,47,47,19,21
279,119,2,99,18,51
440,198,61,94,43,71
301,178,90,74,14,44
289,221,63,74,84,45
319,154,46,25,83,45
356,175,36,97,42,81
345,205,92,36,77,70
209,106,1,28,77,39
277,97,10,37,50,83
189,148,29,98,21,20
219,127,23,7,97,30
309,178,67,14,97,35
267,114,21,51,42,60
156,43,28,10,5,3
312,181,59,28,94,80
366,163,73,71,19,44
209,115,89,20,6,25
336,168,14,64,90,51
372,177,82,49,46,83
271,174,55,76,43,23
248,144,60,61,23,97
317,145,49,4,92,21
286,132,73,5,54,43
224,70,14,26,30,65
279,96,40,41,15,39
337,70,24,36,10,87
277,71,23,25,23,75
390,165,69,56,40,60
269,129,62,27,40,93
314,198,43,93,62,1
284,114,43,15,56,73
249,125,16,41,68,32
371,125,74,0,51,88
307,158,64,28,66,76
341,241,89,94,58,65
257,52,17,9,26,90
251,200,53,91,56,24
213,160,26,89,45,36
208,74,20,30,24,39
281,137,88,8,41,57
354,179,18,88,73,47
344,192,80,56,56,38
212,199,57,46,96,2
304,150,49,6,95,25
219,106,52,25,29,75
281,114,68,29,17,91
234,144,5,70,69,14
465,217,58,76,83,83
445,247,87,91,69,95
376,150,33,47,70,98
254,79,28,34,17,29
256,101,56,19,26,81
327,178,36,54,88,76
252,111,7,43,61,29
249,136,63,64,9,35
176,28,8,19,1,32
213,88,22,17,49,79
321,180,50,78,52,45
232,165,91,63,11,25
176,23,7,8,8,35
277,137,47,56,34,31
217,152,68,18,66,7
243,147,48,23,76,42
310,167,50,42,75,1
279,144,60,18,66,63
143,96,53,40,3,23
269,83,62,4,17,73
372,179,24,57,98,66
208,89,6,19,64,30
326,133,41,18,74,65
380,173,80,5,88,73
176,48,38,9,1,30
192,136,27,28,81,29
277,129,11,26,92,31
250,52,36,14,2,40
142,54,9,35,10,3
284,156,6,96,54,27
246,89,0,9,80,28
447,231,74,69,88,94
528,265,92,96,77,96
257,166,22,93,51,42
216,123,22,74,27,25
284,142,38,36,68,36
317,130,40,68,22,22
336,199,49,92,58,47
374,200,63,77,60,65
376,162,61,40,61,94
285,198,63,61,74,69
260,139,29,87,23,11
383,149,74,56,19,65
199,123,2,30,91,57
293,185,81,13,91,63
267,140,96,1,43,22
150,46,2,25,19,15
217,87,25,53,9,85
220,122,22,25,75,59
386,200,67,90,43,65
217,130,62,52,16,4
171,41,2,7,32,54
264,115,59,14,42,72
249,129,43,65,21,9
168,84,11,11,62,10
208,83,3,53,27,11
313,177,47,89,41,39
201,108,71,23,14,3
366,190,50,63,77,77
353,196,66,74,56,59
150,50,24,11,15,2
178,46,20,1,25,4
320,101,89,0,12,76
255,112,70,42,0,25
275,123,40,68,15,21
226,124,9,18,97,11
304,163,20,52,91,57
200,100,42,14,44,23
354,198,39,75,84,76
347,183,80,71,32,58
209,139,70,15,54,20
205,176,76,71,29,25
356,147,54,9,84,99
213,135,48,83,4,14
372,135,43,28,64,81
303,155,85,23,47,47
262,106,44,1,61,63
331,95,21,52,22,51
133,57,8,18,31,10
436,232,80,72,80,66
184,73,9,5,59,16
400,199,85,55,59,70
306,194,95,52,47,65
232,154,64,0,90,26
397,184,58,71,55,25
257,126,55,71,0,21
171,100,38,32,30,3
312,155,3,56,96,45
246,145,41,91,13,79
368,239,67,74,98,98
389,194,54,91,49,58
276,177,70,65,42,3
168,86,77,8,1,2
258,129,25,62,42,48
413,211,83,55,73,36
431,250,68,85,97,17
162,45,3,19,23,43
269,131,50,40,41,74
366,205,96,21,88,84
257,170,36,73,61,27
285,172,73,16,83,19
310,215,84,63,68,0
379,197,44,90,63,69
389,140,47,92,1,86
265,102,19,44,39,49
301,178,96,20,62,14
258,125,28,52,45,25
376,139,59,79,1,53
359,164,65,79,20,86
252,186,53,53,80,13
294,121,41,16,64,76
336,139,51,51,37,99
305,166,71,73,22,18
243,114,95,16,3,30
319,132,87,5,40,88
239,124,2,39,83,0
325,159,23,99,37,61
340,212,83,37,92,4
231,66,7,30,29,36
232,53,16,20,17,89
375,228,99,41,88,51
273,110,58,50,2,0
250,130,74,3,53,22
344,189,79,58,52,37
273,102,2,4,96,15
265,95,61,28,6,12
360,171,77,66,28,93
250,87,28,47,12,90
230,157,55,36,66,30
314,150,13,58,79,35
376,227,88,93,46,67
283,188,65,65,58,78
412,202,95,27,80,79
397,211,95,67,49,96
237,202,89,56,57,9
230,44,30,13,1,35
237,108,47,30,31,33
281,157,85,40,32,84
237,46,0,2,44,98
202,120,43,35,42,36
289,113,47,45,21,52
204,28,9,13,6,82
312,75,5,12,58,85
341,118,23,94,1,86
117,33,8,11,14,27
308,142,45,8,89,80
292,166,87,56,23,25
287,156,55,61,40,23
115,63,33,8,22,0
289,138,52,31,55,48
306,128,59,69,0,62
277,124,10,63,51,76
291,57,30,6,21,69
338,200,57,87,56,57
221,104,6,86,12,33
362,173,89,76,8,33
407,219,46,75,98,89
187,99,29,3,67,45
325,207,90,73,44,40
297,144,19,94,31,94
348,164,26,94,44,37
270,83,45,33,5,83
334,157,51,51,55,42
420,194,82,76,36,77
439,217,98,56,63,67
226,104,25,36,43,13
269,92,70,9,13,61
219,95,51,10,34,92
399,193,27,85,81,68
212,75,32,3,40,32
193,123,52,26,45,61
447,216,98,19,99,63
205,69,27,12,30,77
261,115,59,12,44,74
156,122,54,8,60,6
336,175,51,47,77,40
158,112,68,36,8,12
420,199,64,37,98,83
400,190,99,29,62,67
208,74,18,12,44,27
313,171,56,39,76,42
353,114,18,91,5,94
387,160,63,62,35,47
247,104,16,83,5,29
343,158,21,71,66,73
308,173,2,95,76,51
299,159,51,12,96,84
227,59,7,17,35,70
237,88,74,9,5,63
388,257,69,91,97,88
264,145,20,93,32,12
358,128,36,22,70,80
269,107,34,8,65,61
210,94,5,76,13,70
361,202,83,28,91,70
274,175,27,83,65,56
387,235,76,70,89,40
324,220,26,96,98,48
398,255,98,61,96,9
253,112,23,23,66,53
307,185,98,49,38,27
311,116,49,10,57,29
365,197,30,68,99,87
336,217,84,67,66,59
323,226,66,77,83,1
228,131,26,62,43,11
277,125,32,68,25,85
225,98,6,17,75,77
292,185,82,89,14,5
260,92,19,37,36,63
297,177,42,36,99,8
377,177,45,79,53,58
336,205,49,73,83,56
270,160,84,68,8,40
327,211,95,96,20,5
303,130,11,71,48,68
233,134,67,52,15,11
139,73,20,45,8,11
331,129,42,78,9,54
328,129,33,88,8,95
333,223,77,82,64,2
324,134,32,7,95,75
432,217,77,97,43,92
287,147,41,60,46,50
183,104,35,51,18,37
276,135,6,76,53,21
213,85,31,3,51,38
258,156,69,39,48,28
301,118,75,12,31,79
184,131,53,38,40,29
327,174,97,30,47,40
193,125,29,46,50,17
346,182,82,87,13,83
296,125,35,82,8,53
220,149,10,96,43,29
206,61,1,56,4,13
297,161,54,83,24,43
305,174,55,88,31,52
206,140,3,75,62,35
366,237,71,89,77,22
381,131,93,19,19,70
249,126,92,13,21,70
199,69,6,46,17,6
238,123,8,73,42,1
280,167,19,79,69,53
424,177,92,72,13,98
257,142,27,88,27,49
259,64,30,22,12,93
336,193,89,70,34,82
266,135,36,80,19,7
255,192,70,37,85,57
243,126,48,6,72,70
318,141,5,97,39,49
339,232,66,93,73,89
300,155,45,12,98,53
351,135,46,9,80,91
256,118,26,51,41,74
367,193,82,44,67,2
261,59,5,30,24,27
368,178,50,44,84,76
275,158,46,57,55,44
340,141,14,85,42,79
349,199,85,61,53,33
234,115,9,13,93,23
202,122,50,25,47,15
252,130,14,66,50,27
227,121,28,66,27,19
238,53,7,23,23,57
209,54,21,12,21,37
247,119,24,55,40,27
279,86,62,5,19,72
247,137,23,66,48,23
287,132,40,68,24,55
419,183,52,96,35,80
232,136,13,50,73,20
383,134,30,14,90,92
311,177,58,59,60,66
231,100,18,11,71,98
240,76,1,47,28,37
231,142,41,20,81,20
154,127,38,74,15,20
457,233,59,96,78,71
294,159,79,47,33,5
316,101,10,64,27,51
248,94,78,16,0,85
313,151,33,38,80,45
294,156,49,16,91,86
323,146,35,37,74,60
187,102,56,45,1,19
242,107,12,81,14,45
368,154,31,69,54,99
196,100,2,32,66,17
343,180,21,61,98,3
334,169,49,69,51,65
365,112,11,52,49,66
357,211,93,53,65,63
238,140,31,17,92,27
248,116,79,28,9,50
300,88,20,15,53,64
351,158,39,38,81,82
259,95,28,48,19,85
181,70,11,49,10,16
358,169,61,49,59,94
334,172,79,7,86,32
243,101,25,39,37,35
223,146,31,39,76,73
196,54,24,11,19,9
308,173,97,25,51,13
296,128,20,62,46,98
254,144,15,62,67,32
277,123,60,53,10,34
298,100,23,19,58,89
231,209,96,50,63,7
201,115,30,65,20,2
340,183,65,91,27,88
269,127,66,36,25,71
204,109,66,12,31,53
279,151,15,72,64,30
443,226,74,91,61,74
274,100,39,32,29,53
270,95,5,53,37,60
283,113,96,6,11,23
242,173,22,87,64,14
322,138,37,19,82,32
274,149,97,44,8,9
286,163,49,31,83,15
366,143,9,98,36,68
410,221,70,84,67,67
199,112,60,15,37,39
478,227,48,93,86,93
340,97,63,17,17,88
259,120,48,39,33,31
390,219,85,42,92,33
303,258,83,94,81,19
318,204,84,29,91,16
206,83,33,37,13,24
239,141,89,17,35,24
190,97,11,16,70,2
348,124,23,15,86,69
319,205,94,93,18,29
298,195,91,40,64,67
384,175,89,79,7,93
219,102,29,9,64,20
247,163,91,4,68,48
365,220,82,65,73,17
221,80,9,28,43,44
312,149,64,3,82,36
219,79,35,30,14,67
280,117,42,4,71,72
218,110,21,23,66,5
404,208,42,71,95,57
346,154,24,78,52,11
287,78,59,14,5,69
289,122,95,10,17,28
449,268,74,98,96,76
310,254,76,83,95,2
351,148,49,87,12,76
279,130,6,94,30,41
319,210,91,74,45,9
205,106,20,17,69,0
264,130,22,86,22,31
226,175,79,62,34,41
386,180,68,67,45,74
264,136,75,10,51,28
410,183,51,41,91,86
386,207,56,78,73,91
120,49,19,2,28,23
343,91,43,0,48,91
272,101,27,61,13,33
332,145,10,88,47,22
433,184,92,79,13,78
251,179,22,63,94,1
228,137,40,26,71,16
281,150,44,90,16,7
190,93,42,5,46,8
191,58,24,14,20,39
183,130,42,8,80,24
263,126,59,19,48,6
374,223,84,65,74,27
349,166,16,63,87,7
288,157,61,32,64,70
286,169,22,83,64,88
342,176,22,82,72,37
265,138,61,72,5,59
219,78,3,48,27,42
348,131,29,82,20,93
297,109,66,17,26,66
354,224,92,82,50,45
287,148,1,81,66,56
349,195,28,71,96,42
280,185,62,46,77,4
381,142,30,42,70,98
154,93,1,74,18,15
389,144,32,13,99,98
180,77,15,21,41,32
359,212,62,82,68,92
255,145,58,38,49,23
356,197,56,66,75,49
274,180,91,28,61,57
309,191,85,81,25,11
452,182,79,7,96,84
375,150,53,66,31,43
250,100,50,8,42,4
363,176,73,95,8,96
222,118,31,48,39,98
176,69,3,50,16,17
330,196,99,43,54,49
260,232,98,74,60,12
385,129,24,79,26,85
300,139,73,14,52,3
195,45,7,35,3,29
432,231,64,79,88,74
344,206,67,99,40,62
229,89,35,23,31,24
448,212,88,79,45,97
291,151,77,16,58,10
268,121,59,14,48,29
254,157,92,14,51,20
261,91,3,12,76,61
320,152,86,39,27,86
234,187,54,54,79,21
318,164,87,6,71,33
317,150,27,41,82,45
268,137,73,4,60,25
295,110,91,17,2,0
408,237,85,93,59,61
410,245,61,92,92,77
289,173,98,22,53,58
326,151,53,49,49,78
431,186,70,47,69,94
331,165,97,19,49,40
312,175,72,11,92,9
296,206,67,85,54,39
254,146,72,21,53,54
207,62,9,17,36,45
377,173,59,79,35,92
304,215,71,70,74,72
271,126,93,28,5,33
401,147,74,44,29,85
265,95,15,46,34,94
141,69,0,39,30,22
241,172,92,27,53,23
212,137,17,68,52,0
254,131,57,51,23,54
306,142,71,21,50,48
219,84,1,3,80,77
222,180,66,17,97,0
342,225,77,54,94,43
265,196,53,97,46,53
275,127,89,38,0,39
438,218,52,85,81,76
263,104,6,11,87,53
242,110,34,37,39,11
375,214,79,67,68,53
240,93,34,7,52,67
377,108,79,1,28,92
221,91,17,8,66,35
300,126,87,8,31,72
241,88,73,14,1,53
262,169,71,98,0,10
316,168,17,98,53,68
244,141,10,62,69,8
287,90,41,48,1,50
291,161,35,62,64,31
224,71,8,53,10,89
214,118,18,7,93,45
434,234,78,61,95,81
323,108,32,67,9,94
360,205,48,68,89,43
393,150,19,57,74,74
224,77,4,54,19,23
350,196,58,43,95,38
198,77,23,9,45,10
294,142,69,27,46,48
141,32,0,6,26,49
383,218,78,81,59,95
279,75,15,25,35,78
175,44,9,1,34,18
430,234,56,92,86,98
317,113,1,54,58,42
270,182,78,10,94,2
277,132,26,23,83,50
375,143,14,37,92,71
273,144,75,31,38,18
294,149,96,25,28,46
230,145,0,57,88,18
299,195,79,96,20,37
353,177,48,95,34,39
185,55,16,25,14,61
291,124,49,27,48,35
302,134,33,97,4,88
159,97,62,12,23,17
380,180,80,32,68,74
266,96,19,9,68,43
324,227,88,85,54,12
266,218,73,89,56,0
234,157,72,36,49,7
350,171,74,35,62,71
288,157,49,51,57,0
324,201,89,92,20,16
358,184,40,48,96,56
237,141,36,92,13,79
401,223,91,37,95,4
314,149,48,25,76,32
259,143,35,74,34,23
320,147,85,32,30,44
394,215,59,81,75,73
236,134,42,85,7,47
314,130,96,27,7,51
231,99,6,78,15,74
288,157,20,67,70,37
305,212,43,87,82,21
348,132,26,44,62,48
337,130,40,66,24,84
197,69,37,3,29,54
223,136,24,42,70,75
303,147,21,81,45,44
261,166,35,53,78,21
413,175,68,44,63,69
261,183,67,76,40,22
250,149,32,35,82,24
260,115,26,39,50,67
375,203,71,95,37,23
231,43,20,18,5,57
296,170,68,73,29,34
206,97,27,13,57,47
297,155,41,76,38,1
323,153,27,59,67,7
389,242,86,65,91,32
290,154,22,98,34,19
368,164,24,52,88,95
312,102,27,57,18,76
353,192,41,94,57,50
228,130,12,23,95,77
292,112,39,32,41,79
314,199,99,89,11,32
206,143,77,47,19,8
279,156,49,79,28,25
350,163,41,71,51,79
374,146,6,98,42,59
367,158,51,65,42,96
233,128,89,24,15,12
349,227,84,89,54,46
326,194,80,57,57,69
227,117,86,29,2,1
231,86,22,29,35,49
338,148,73,50,25,78
165,74,5,28,41,16
360,129,84,8,37,89
148,113,6,28,79,9
145,81,56,5,20,12
158,32,8,17,7,42
79,72,13,33,26,2
268,222,67,87,68,3
346,178,56,37,85,77
141,93,6,73,14,10
222,63,2,25,36,41
332,171,70,65,36,90
385,156,4,66,86,62
365,256,96,76,84,14
305,137,43,56,38,51
153,93,36,11,46,6
259,125,32,61,32,90
296,76,9,37,30,75
216,49,20,4,25,25
163,66,1,1,64,33
238,95,3,35,57,78
375,103,48,13,42,80
271,86,28,24,34,53
331,193,42,89,62,65
313,179,72,51,56,33
291,138,0,46,92,22
381,168,31,90,47,87
331,230,99,44,87,39
247,133,62,25,46,31
252,99,2,57,40,49
234,151,40,70,41,24
281,152,6,56,90,59
357,145,25,33,87,66
376,198,26,89,83,18
276,124,38,16,70,24
347,168,39,45,84,61
265,91,7,27,57,66
415,201,98,34,69,92
181,130,54,12,64,37
216,145,53,16,76,8
244,126,15,82,29,52
315,176,36,75,65,21
299,141,54,65,22,92
244,82,9,30,43,47
374,147,22,52,73,90
351,181,20,99,62,44
293,93,35,18,40,77
314,120,52,29,39,63
273,109,14,55,40,66
101,36,29,1,6,9
181,74,5,24,45,44
281,113,38,64,11,87
226,134,13,31,90,28
311,121,59,17,45,4
172,93,20,43,30,36
263,147,50,23,74,34
385,158,60,64,34,87
286,174,81,15,78,43
281,108,80,27,1,37
327,194,75,44,75,45
428,152,6,98,48,93
275,161,34,43,84,32
254,139,22,94,23,28
272,110,22,53,35,69
256,132,89,43,0,57
360,232,96,80,56,98
305,128,68,7,53,82
349,170,90,78,2,5
179,131,14,29,88,0
297,216,62,92,62,25
378,186,92,12,82,40
163,55,9,6,40,7
376,167,48,30,89,91
327,232,89,76,67,33
320,125,33,50,42,21
417,240,70,74,96,13
234,139,51,15,73,25
342,140,16,54,70,51
413,196,16,95,85,93
288,151,63,1,87,68
282,100,48,8,44,43
278,176,76,59,41,58
230,79,30,28,21,28
277,122,77,39,6,23
185,110,47,27,36,51
323,147,75,20,52,9
434,203,77,58,68,85
190,95,24,58,13,26
186,108,22,81,5,0
248,159,92,43,24,16
182,120,10,41,69,40
282,210,90,95,25,27
399,205,35,84,86,43
231,18,15,1,2,56
280,94,32,9,53,4
191,73,2,40,31,19
343,192,69,42,81,32
320,190,99,85,6,68
234,96,67,28,1,67
295,221,96,34,91,38
356,194,38,83,73,66
270,195,63,63,69,38
332,206,88,76,42,15
359,197,29,95,73,0
222,56,0,7,49,85
289,201,45,87,69,2
391,143,58,42,43,98
308,179,38,51,90,35
333,166,54,71,41,75
216,43,8,33,2,48
333,181,86,59,36,43
347,139,67,25,47,31
307,149,56,18,75,62
192,89,45,2,42,15
346,115,56,33,26,98
254,55,15,39,1,71
357,236,51,95,90,32
315,114,68,13,33,78
214,135,58,63,14,26
140,34,7,1,26,21
292,141,68,70,3,22
289,110,22,72,16,85
374,164,68,11,85,94
388,189,83,48,58,14
332,163,9,80,74,63
365,203,92,31,80,68
331,173,7,82,84,49
457,231,67,91,73,89
350,138,70,62,6,29
304,148,11,56,81,85
371,146,60,84,2,97
241,134,50,0,84,99
344,179,60,26,93,62
369,130,67,45,18,61
296,168,98,33,37,62
222,92,21,18,53,54
161,72,5,25,42,62
309,118,88,24,6,33
335,227,73,67,87,74
368,178,60,72,46,89
272,161,57,32,72,39
202,133,36,91,6,36
361,168,78,3,87,92
386,198,89,14,95,50
367,269,82,93,94,71
314,115,24,69,22,80
273,191,53,68,70,59
295,179,36,92,51,48
350,156,97,40,19,12
314,131,58,1,72,59
248,101,94,4,3,38
328,162,61,63,38,27
213,97,48,5,44,6
304,125,63,44,18,1
368,204,34,92,78,85
387,207,67,44,96,26
179,75,25,49,1,27
197,106,64,36,6,46
320,183,52,43,88,17
200,62,7,29,26,68
323,221,51,91,79,53
418,165,45,33,87,66
389,159,46,20,93,83
215,82,32,26,24,38
225,198,48,74,76,1
286,188,82,94,12,8
336,107,22,2,83,95
371,212,78,81,53,32
183,73,3,34,36,22
337,160,30,55,75,24
372,216,65,99,52,54
189,45,16,14,15,38
223,140,25,28,87,81
393,213,84,40,89,27
403,258,88,71,99,56
258,112,17,23,72,85
330,89,9,50,30,92
183,132,73,40,19,8
383,191,55,74,62,68
383,215,72,62,81,69
444,233,98,79,56,64
407,253,86,85,82,71
396,193,86,70,37,80
159,110,26,81,3,23
402,181,67,82,32,81
337,135,92,14,29,45
388,136,80,52,4,82
406,178,92,2,84,56
376,199,58,60,81,71
238,121,8,82,31,95
359,162,71,8,83,99
311,139,36,82,21,56
296,153,57,20,76,78
155,88,6,50,32,13
237,56,10,42,4,98
382,178,72,9,97,49
385,210,77,94,39,74
360,118,19,31,68,68
234,144,70,53,21,18
294,121,61,14,46,89
418,197,65,49,83,68
369,209,95,73,41,21
256,70,35,21,14,95
188,96,72,15,9,24
346,208,60,57,91,59
213,61,5,10,46,35
263,138,7,59,72,83
269,139,34,21,84,60
248,81,2,69,10,62
310,229,89,85,55,3
246,196,52,73,71,26
261,141,91,11,39,16
287,85,11,58,16,92
362,142,75,34,33,79
376,121,34,51,36,91
345,134,19,59,56,71
362,177,88,79,10,28
304,157,69,46,42,82
244,98,25,43,30,49
143,22,9,11,2,17
322,224,80,97,47,34
298,107,44,11,52,43
214,156,10,50,96,0
322,178,58,73,47,16
371,247,96,64,87,24
262,182,36,84,62,29
224,126,54,34,38,48
418,152,2,57,93,83
401,267,84,85,98,51
365,142,27,18,97,59
400,254,80,87,87,43
383,216,76,77,63,51
223,80,1,79,0,68
188,68,30,33,5,18
206,44,37,6,1,97
347,78,31,3,44,86
165,118,28,21,69,7
327,83,6,35,42,58
354,186,83,50,53,69
339,133,56,44,33,46
377,159,31,69,59,72
388,154,96,47,11,63
297,94,12,72,10,69
377,213,31,86,96,33
272,62,16,13,33,66
235,168,62,61,45,32
371,185,91,37,57,73
342,227,57,96,74,50
486,231,94,40,97,64
165,82,0,1,81,15
288,167,97,23,47,11
348,194,95,57,42,48
313,177,83,25,69,39
291,213,98,80,35,20
337,205,93,68,44,77
283,181,48,63,70,14
355,167,48,33,86,92
346,122,48,17,57,96
211,95,6,61,28,4
339,184,96,76,12,80
193,58,4,54,0,38
382,167,56,87,24,86
234,112,35,64,13,12
197,137,81,22,34,3
316,134,15,40,79,73
262,110,3,81,26,35
274,55,43,1,11,88
278,109,55,31,23,10
341,144,52,3,89,71
301,168,47,65,56,17
288,114,37,37,40,2
301,187,78,30,79,57
383,225,60,77,88,63
488,274,83,97,94,96
384,205,91,97,17,23
365,183,84,4,95,73
298,110,47,15,48,54
344,172,42,44,86,84
368,168,72,31,65,77
395,244,77,77,90,49
300,147,51,89,7,36
247,156,46,99,11,56
433,247,78,96,73,72
323,151,74,11,66,95
429,249,98,65,86,44
239,162,48,19,95,19
181,42,10,15,17,39
300,172,66,98,8,16
296,99,41,38,20,80
357,195,97,13,85,80
262,88,27,54,7,44
282,108,9,71,28,39
210,84,48,6,30,26
449,187,43,98,46,80
219,127,79,1,47,72
245,162,85,49,28,60
188,76,0,16,60,88
281,135,70,39,26,48
305,170,90,63,17,5
324,195,2,96,97,42
389,273,96,94,83,87
182,110,15,41,54,9
286,133,10,48,75,32
367,158,58,8,92,77
253,149,32,97,20,3
232,134,56,28,50,57
319,134,4,53,77,50
228,74,17,51,6,25
341,151,70,26,55,99
325,84,34,11,39,77
297,135,13,53,69,67
467,228,83,82,63,88
331,218,92,74,52,62
171,108,4,25,79,33
317,219,58,63,98,41
377,158,76,48,34,48
286,180,42,66,72,85
313,164,30,53,81,74
343,185,50,64,71,51
327,200,87,59,54,31
242,74,0,40,34,50
288,140,47,48,45,98
295,109,60,32,17,72
205,94,34,9,51,7
252,172,28,62,82,23
328,221,92,58,71,78
344,198,95,91,12,20
279,159,40,32,87,18
233,144,83,1,60,71
362,234,51,88,95,5
330,118,61,40,17,82
290,104,33,17,54,46
261,90,29,49,12,50
307,240,57,90,93,31
432,217,85,46,86,54
294,170,67,69,34,33
231,135,61,3,71,59
356,221,79,88,54,51
280,191,72,23,96,0
382,176,78,24,74,40
286,168,50,25,93,31
392,130,40,5,85,97
309,132,46,52,34,95
267,174,85,25,64,9
338,148,80,60,8,76
285,100,3,2,95,66
322,153,59,23,71,72
372,136,70,57,9,92
310,131,21,28,82,71
360,117,85,1,31,49
410,238,86,66,86,25
239,72,6,50,16,84
305,126,60,50,16,48
307,114,25,34,55,75
318,183,81,20,82,79
357,181,99,68,14,54
336,208,42,69,97,7
319,160,41,73,46,3
171,59,38,18,3,27
253,129,42,33,54,7
239,140,76,41,23,54
200,90,35,35,20,50
291,191,67,46,78,13
340,181,18,84,79,49
296,171,29,47,95,44
232,98,47,16,35,90
260,123,4,46,73,36
217,134,98,2,34,11
273,157,60,3,94,53
311,145,43,46,56,55
279,218,81,51,86,23
203,108,0,35,73,28
258,163,65,51,47,66
251,36,15,20,1,50
253,152,81,0,71,31
379,195,94,92,9,26
408,203,27,77,99,42
283,145,22,31,92,52
238,83,2,31,50,73
226,141,20,36,85,25
263,157,44,72,41,3
326,135,52,74,9,25
254,131,62,35,34,72
193,122,3,25,94,14
323,136,47,19,70,41
249,198,97,57,44,11
386,156,56,33,67,78
341,117,20,0,97,77
472,240,81,72,87,70
418,183,59,67,57,89
232,151,57,73,21,9
223,162,81,72,9,11
393,214,92,52,70,33
224,134,33,79,22,68
331,191,34,68,89,6
310,143,17,81,45,70
447,232,93,66,73,81
377,234,93,72,69,33
374,194,2,94,98,79
345,155,19,85,51,64
364,196,82,78,36,74
398,164,90,0,74,54
318,145,46,12,87,28
357,175,91,73,11,66
335,158,40,84,34,93
385,208,35,95,78,40
309,112,53,14,45,16
317,157,27,84,46,77
262,120,70,47,3,6
263,173,66,38,69,15
172,148,59,5,84,18
297,110,18,86,6,60
287,165,39,62,64,3
374,180,5,99,76,81
259,170,64,44,62,11
395,249,86,66,97,44
274,118,25,25,68,47
308,175,78,69,28,57
307,157,23,95,39,15
252,137,35,92,10,55
342,191,72,74,45,72
235,63,9,24,30,92
369,214,78,83,53,88
278,164,55,28,81,20
412,200,20,88,92,92
335,235,62,84,89,6
291,168,34,57,77,19
313,150,86,42,22,83
226,101,9,84,8,16
398,271,96,92,83,57
347,163,88,10,65,96
263,164,47,25,92,22
432,188,89,50,49,67
368,178,95,21,62,92
318,138,54,67,17,53
370,141,46,59,36,79
364,167,83,46,38,45
321,181,55,39,87,2
365,120,48,40,32,95
306,148,49,49,50,36
304,164,68,11,85,34
