total,total_big3,yw,sx,yy,wl
349,180,17,96,67,27
349,183,32,78,73,58
349,187,84,27,76,43
349,187,90,70,27,31
349,192,91,48,53,49
349,195,28,71,96,42
349,195,42,95,58,38
349,199,38,82,79,64
349,199,85,61,53,33
349,205,52,84,69,83
349,205,82,67,56,38
349,208,99,80,29,22
349,217,32,95,90,26
349,224,98,36,90,28
349,226,46,90,90,29
349,227,67,94,66,20
349,227,84,89,54,46
349,251,72,86,93,53
349,257,86,86,85,43
349,258,96,80,82,35
350,117,60,57,0,88
350,119,76,28,15,78
350,120,35,25,60,94
350,133,53,46,34,60
350,134,68,14,52,75
350,138,70,62,6,29
350,148,58,55,35,75
350,151,9,57,85,58
350,153,51,34,68,86
350,154,91,61,2,94
350,156,97,40,19,12
350,163,41,71,51,79
350,164,34,54,76,89
350,171,46,66,59,70
350,171,74,35,62,71
350,175,54,75,46,54
350,177,13,78,86,85
350,183,84,86,13,93
350,184,61,97,26,51
350,192,90,79,23,73
350,193,61,52,80,12
350,193,72,89,32,76
350,196,58,43,95,38
350,200,55,62,83,22
350,206,92,84,30,53
350,220,81,99,40,81
350,221,94,73,54,85
350,237,87,69,81,59
350,239,57,96,86,26
350,245,96,82,67,31
350,258,91,73,94,63
350,261,85,97,79,28
351,108,42,33,33,76
351,117,2,30,85,59
351,120,50,64,6,53
351,128,30,49,49,94
351,132,71,3,58,81
351,134,52,77,5,92
351,135,46,9,80,91
351,137,76,15,46,82
351,140,10,57,73,83
351,141,95,36,10,98
351,146,48,37,61,12
351,147,14,65,68,64
351,148,49,87,12,76
351,148,77,28,43,67
351,150,60,16,74,27
351,150,74,43,33,94
351,152,53,93,6,47
351,156,76,66,14,79
351,157,24,40,93,96
351,158,39,38,81,82
351,161,96,55,10,80
351,163,72,69,22,64
351,163,82,58,23,56
351,163,82,70,11,23
351,164,71,35,58,62
351,164,86,2,76,47
351,165,77,67,21,44
351,166,61,50,55,88
351,168,1,77,90,28
351,172,60,58,54,66
351,180,95,34,51,35
351,181,20,99,62,44
351,181,80,92,9,61
351,184,74,50,60,43
351,185,96,10,79,81
351,186,72,34,80,71
351,189,56,64,69,79
351,190,94,94,2,74
351,194,33,81,80,53
351,196,10,92,94,46
351,197,37,87,73,85
351,201,68,92,41,10
351,205,66,73,66,55
351,205,99,68,38,47
351,210,60,90,60,77
351,217,93,73,51,10
351,225,51,91,83,22
351,232,83,77,72,61
351,235,63,90,82,64
351,236,63,92,81,32
352,98,40,23,35,75
352,102,41,19,42,83
352,113,5,90,18,99
352,126,63,9,54,99
352,129,14,30,85,81
352,134,68,27,39,78
352,136,43,33,60,90
352,136,76,44,16,64
352,140,86,47,7,89
352,141,18,94,29,63
352,142,26,21,95,90
352,148,40,77,31,49
352,153,70,67,16,48
352,158,37,95,26,94
352,160,53,9,98,66
352,160,87,27,46,22
352,161,1,97,63,74
352,161,69,26,66,65
352,161,80,54,27,95
352,162,88,68,6,76
352,166,58,23,85,49
352,172,98,18,56,51
352,173,72,26,75,31
352,174,69,43,62,16
352,175,23,82,70,91
352,175,60,16,99,95
352,177,29,80,68,49
352,181,25,88,68,94
352,181,37,80,64,32
352,189,69,82,38,43
352,190,86,75,29,56
352,190,92,25,73,83
352,192,44,50,98,76
352,214,36,84,94,62
352,215,79,39,97,91
352,216,60,81,75,0
352,217,45,88,84,75
352,218,50,87,81,30
352,220,71,84,65,75
352,225,82,78,65,33
352,254,84,97,73,49
353,109,52,49,8,94
353,114,18,91,5,94
353,120,22,55,43,60
353,122,80,13,29,43
353,129,59,2,68,88
353,132,28,70,34,71
353,146,88,58,0,83
353,150,30,95,25,92
353,153,74,74,5,65
353,160,4,87,69,15
353,162,81,28,53,42
353,163,53,85,25,78
353,166,60,67,39,71
353,167,73,17,77,90
353,168,89,70,9,12
353,169,1,99,69,61
353,172,69,66,37,59
353,173,96,52,25,29
353,177,48,95,34,39
353,177,55,64,58,72
353,181,83,38,60,94
353,182,76,25,81,73
353,187,92,90,5,61
353,188,89,24,75,84
353,191,96,57,38,67
353,192,41,94,57,50
353,196,31,90,75,23
353,196,66,74,56,59
353,197,92,54,51,32
353,198,68,85,45,4
353,199,53,56,90,65
353,201,75,74,52,55
353,202,23,94,85,3
353,203,58,57,88,51
353,206,37,77,92,59
353,208,88,68,52,90
353,209,66,67,76,98
353,209,90,23,96,52
353,217,97,89,31,19
353,218,65,96,57,28
353,221,49,84,88,22
353,223,80,57,86,38
353,223,87,79,57,24
353,243,70,80,93,30
353,248,59,99,90,0
353,248,61,89,98,52
354,97,37,43,17,80
354,119,66,2,51,73
354,135,72,21,42,77
354,145,45,21,79,81
354,148,77,39,32,67
354,152,51,18,83,58
354,152,59,76,17,31
354,158,61,91,6,35
354,161,37,68,56,93
354,162,4,89,69,79
354,163,58,33,72,75
354,164,7,84,73,79
354,169,59,31,79,75
354,169,99,30,40,47
354,172,52,67,53,79
354,175,64,53,58,67
354,176,28,55,93,79
354,178,37,47,94,68
354,178,45,89,44,83
354,178,84,20,74,73
354,179,18,88,73,47
354,181,68,81,32,95
354,184,56,50,78,40
354,184,73,62,49,90
354,185,36,73,76,60
354,186,83,50,53,69
354,186,86,48,52,35
354,187,48,41,98,33
354,187,83,34,70,71
354,192,87,52,53,64
354,193,62,58,73,81
354,194,88,64,42,17
354,194,91,46,57,56
354,196,81,91,24,58
354,197,33,65,99,93
354,198,39,75,84,76
354,202,85,86,31,12
354,203,49,68,86,73
354,204,31,89,84,17
354,206,71,56,79,48
354,207,63,89,55,12
354,209,31,90,88,85
354,213,62,97,54,15
354,213,91,49,73,43
354,218,80,91,47,80
354,218,81,91,46,32
354,224,92,82,50,45
354,229,51,89,89,61
354,232,59,74,99,16
354,240,72,72,96,68
354,261,74,96,91,33
355,87,10,49,28,89
355,96,11,49,36,88
355,107,10,88,9,91
355,137,35,54,48,53
355,143,9,61,73,96
355,145,70,15,60,88
355,147,64,45,38,79
355,153,18,53,82,95
355,156,25,57,74,20
355,163,73,65,25,40
355,164,83,24,57,44
355,167,48,33,86,92
355,167,86,44,37,74
355,169,65,38,66,71
355,170,85,33,52,97
355,174,71,56,47,11
355,176,81,95,0,4
355,178,22,86,70,33
355,179,73,36,70,63
355,183,25,99,59,80
355,185,46,87,52,84
355,186,81,8,97,66
355,189,68,60,61,55
355,197,78,24,95,16
355,201,48,80,73,38
355,204,49,82,73,10
355,212,95,37,80,57
355,217,92,64,61,51
355,217,98,21,98,80
355,233,91,60,82,74
355,240,71,75,94,12
355,248,55,94,99,91
355,253,99,89,65,12
356,104,0,58,46,89
356,123,23,11,89,86
356,124,9,43,72,92
356,126,41,61,24,72
356,133,12,88,33,66
356,135,49,23,63,86
356,136,77,48,11,81
356,138,37,96,5,77
356,141,76,11,54,88
356,147,54,9,84,99
356,151,2,85,64,85
356,160,64,71,25,32
356,161,92,51,18,46
356,162,85,41,36,94
356,163,4,71,88,83
356,166,55,55,56,88
356,166,89,13,64,8
356,167,46,94,27,5
356,167,88,20,59,45
356,172,41,72,59,33
356,174,73,40,61,60
356,175,28,51,96,71
356,175,36,97,42,81
356,177,62,20,95,83
356,178,85,36,57,50
356,180,35,95,50,32
356,183,66,96,21,13
356,183,84,74,25,19
356,185,30,95,60,96
356,193,94,72,27,31
356,194,38,80,76,20
356,194,38,83,73,66
356,194,83,28,83,14
356,195,33,94,68,58
356,197,56,66,75,49
356,197,87,47,63,9
356,199,64,68,67,18
356,201,47,70,84,85
356,201,87,51,63,73
356,203,73,73,57,56
356,206,60,55,91,55
356,209,56,71,82,28
356,213,74,64,75,55
356,218,88,47,83,4
356,221,79,88,54,51
356,245,91,63,91,23
357,97,73,9,15,94
357,100,69,31,0,86
357,104,29,64,11,97
357,110,92,7,11,75
357,118,74,38,6,85
357,128,40,33,55,92
357,139,65,63,11,71
357,143,96,20,27,74
357,145,25,33,87,66
357,149,56,8,85,39
357,153,43,26,84,77
357,155,69,39,47,94
357,158,69,89,0,78
357,158,70,57,31,52
357,159,80,32,47,92
357,169,57,21,91,84
357,172,2,77,93,73
357,172,96,26,50,99
357,173,45,89,39,33
357,175,91,73,11,66
357,176,61,30,85,85
357,176,80,29,67,93
357,177,77,38,62,89
357,178,58,86,34,83
357,178,65,31,82,35
357,179,58,61,60,36
357,180,54,62,64,87
357,181,33,56,92,83
357,181,99,68,14,54
357,185,78,74,33,73
357,186,62,93,31,60
357,188,20,82,86,63
357,188,69,20,99,39
357,194,89,40,65,84
357,195,97,13,85,80
357,202,40,92,70,48
357,203,69,81,53,24
357,205,75,72,58,13
357,210,34,79,97,28
357,210,73,62,75,99
357,211,93,53,65,63
357,216,68,67,81,89
357,217,96,81,40,10
357,220,73,78,69,25
357,225,76,92,57,21
357,236,51,95,90,32
357,243,58,87,98,29
357,243,74,90,79,13
357,256,64,98,94,27
358,120,61,12,47,71
358,128,36,22,70,80
358,143,51,54,38,77
358,151,53,50,48,63
358,153,97,41,15,98
358,155,69,58,28,51
358,160,87,69,4,90
358,161,82,41,38,42
358,166,72,84,10,67
358,167,17,80,70,92
358,169,61,49,59,94
358,171,64,10,97,59
358,173,71,78,24,84
358,174,30,90,54,81
358,181,46,88,47,45
358,184,40,48,96,56
358,186,98,16,72,4
358,188,33,84,71,13
358,190,25,96,69,61
358,190,45,79,66,35
358,191,40,85,66,76
358,191,82,35,74,8
358,195,65,78,52,34
358,199,86,71,42,60
358,202,60,67,75,31
358,205,52,59,94,20
358,205,91,27,87,40
358,210,80,40,90,88
358,211,79,73,59,31
358,213,79,67,67,44
358,214,98,93,23,27
358,215,87,46,82,5
358,216,76,58,82,44
358,229,69,76,84,50
358,240,54,93,93,2
358,252,86,84,82,62
359,103,2,81,20,90
359,108,50,54,4,64
359,118,29,85,4,58
359,121,23,81,17,84
359,122,1,26,95,56
359,134,33,8,93,77
359,135,39,83,13,92
359,141,72,43,26,97
359,147,7,62,78,78
359,153,96,22,35,88
359,154,18,37,99,81
359,155,97,35,23,68
359,157,65,67,25,71
359,160,81,58,21,82
359,162,71,8,83,99
359,164,65,79,20,86
359,179,64,83,32,79
359,184,91,47,46,52
359,187,90,12,85,76
359,189,84,82,23,79
359,191,95,30,66,96
359,193,62,39,92,87
359,195,83,57,55,90
359,197,29,95,73,0
359,199,20,82,97,56
359,200,99,62,39,41
359,202,35,73,94,19
359,203,93,37,73,69
359,205,22,97,86,67
359,212,62,82,68,92
359,212,80,87,45,75
359,214,88,90,36,48
359,215,45,99,71,26
359,215,81,47,87,32
359,218,93,99,26,1
359,225,30,96,99,70
360,85,19,64,2,96
360,90,45,33,12,98
360,114,14,96,4,89
360,117,85,1,31,49
360,118,19,31,68,68
360,121,15,70,36,89
360,129,84,8,37,89
360,136,22,81,33,52
360,143,48,90,5,53
360,154,52,95,7,59
360,160,33,86,41,80
360,160,66,45,49,20
360,164,31,56,77,54
360,171,77,66,28,93
360,175,93,23,59,25
360,185,79,73,33,63
360,186,80,20,86,92
360,187,78,96,13,67
360,188,75,51,62,47
360,189,51,52,86,91
360,190,39,85,66,42
360,192,75,48,69,76
360,193,47,70,76,4
360,193,81,55,57,89
360,194,47,73,74,24
360,195,72,86,37,56
360,203,75,88,40,28
360,205,48,68,89,43
360,205,78,74,53,14
360,213,86,47,80,85
360,214,97,55,62,15
360,220,92,56,72,10
360,221,97,75,49,7
360,228,85,54,89,22
360,228,85,81,62,22
360,229,40,94,95,82
360,232,96,80,56,98
360,236,90,92,54,43
360,248,97,63,88,19
360,258,93,84,81,6
361,108,42,52,14,78
361,124,45,15,64,78
361,137,1,42,94,68
361,150,68,29,53,83
361,152,35,57,60,85
361,160,47,28,85,62
361,162,46,75,41,93
361,163,12,70,81,98
361,167,21,53,93,54
361,167,49,93,25,54
361,168,78,3,87,92
361,169,84,26,59,74
361,169,98,53,18,70
361,170,55,17,98,37
361,171,53,89,29,92
361,171,85,40,46,93
361,172,81,0,91,97
361,177,80,39,58,17
361,180,22,63,95,76
361,180,77,16,87,38
361,182,61,53,68,0
361,182,97,43,42,62
361,186,73,29,84,99
361,186,92,62,32,5
361,190,91,97,2,61
361,191,55,90,46,30
361,193,47,66,80,94
361,193,48,77,68,70
361,202,83,28,91,70
361,206,44,86,76,43
361,208,57,70,81,45
361,209,93,51,65,38
361,210,58,87,65,42
361,212,84,47,81,61
361,216,97,80,39,36
361,222,47,96,79,51
361,222,68,57,97,63
361,225,74,56,95,0
361,226,90,94,42,89
361,227,44,94,89,94
361,238,86,61,91,14
362,115,20,25,70,75
362,126,29,95,2,70
362,142,75,34,33,79
362,143,86,35,22,95
362,145,57,55,33,59
362,152,75,1,76,72
362,153,42,18,93,64
362,165,73,84,8,31
362,167,20,90,57,85
362,167,50,23,94,53
362,171,26,99,46,79
362,173,89,76,8,33
362,174,83,57,34,57
362,177,45,47,85,93
362,177,88,79,10,28
362,177,93,59,25,70
362,186,88,77,21,73
362,186,97,35,54,68
362,187,41,95,51,20
362,195,82,29,84,71
362,205,54,89,62,68
362,213,64,71,78,97
362,213,98,82,33,62
362,213,98,91,24,81
362,216,90,70,56,90
362,217,56,68,93,15
362,222,75,77,70,6
362,222,85,84,53,6
362,234,51,88,95,5
362,239,72,83,84,42
362,259,87,73,99,35
363,129,22,48,59,96
363,129,48,54,27,83
363,130,10,89,31,61
363,142,33,57,52,86
363,143,16,29,98,51
363,153,42,88,23,90
363,154,57,8,89,77
363,155,11,57,87,40
363,156,85,51,20,73
363,161,24,87,50,54
363,161,80,22,59,36
363,164,51,99,14,93
363,165,25,71,69,62
363,169,50,34,85,92
363,169,99,29,41,7
363,173,31,80,62,70
363,174,87,59,28,86
363,175,90,53,32,94
363,176,73,95,8,96
363,182,35,75,72,24
363,184,67,19,98,72
363,185,9,94,82,46
363,188,90,5,93,59
363,191,40,67,84,80
363,198,20,87,91,97
363,205,80,43,82,74
363,213,78,94,41,65
363,214,51,85,78,68
363,216,53,89,74,9
363,217,95,70,52,60
363,225,94,73,58,7
363,235,89,48,98,86
364,119,42,38,39,68
364,119,69,44,6,90
364,121,75,33,13,82
364,135,48,39,48,95
364,143,74,66,3,69
364,147,23,34,90,47
364,153,68,57,28,68
364,158,41,47,70,58
364,161,95,20,46,18
364,167,83,46,38,45
364,171,76,64,31,94
364,190,63,57,70,36
364,195,89,11,95,41
364,196,82,78,36,74
364,197,75,50,72,86
364,198,14,97,87,44
364,200,56,46,98,62
364,200,76,73,51,74
364,202,57,96,49,57
364,203,84,84,35,58
364,207,62,73,72,33
364,207,86,80,41,74
364,214,97,69,48,73
364,222,72,99,51,81
364,222,76,49,97,48
364,227,95,69,63,40
364,228,45,90,93,31
364,230,87,67,76,89
364,232,77,70,85,48
364,241,99,58,84,89
364,254,91,90,73,8
364,263,94,79,90,58
364,268,96,86,86,24
365,90,75,3,12,88
365,112,11,52,49,66
365,119,56,36,27,70
365,120,48,40,32,95
365,127,6,49,72,90
365,131,63,66,2,92
365,131,89,19,23,89
365,132,19,75,38,61
365,133,17,72,44,67
365,142,27,18,97,59
365,142,72,55,15,85
365,154,20,82,52,90
365,158,68,85,5,81
365,163,74,6,83,93
365,165,81,47,37,25
365,174,3,78,93,85
365,174,52,58,64,85
365,178,86,43,49,69
365,180,75,6,99,45
365,183,84,4,95,73
365,184,21,66,97,87
365,185,15,92,78,0
365,186,67,37,82,80
365,190,90,97,3,90
365,191,8,90,93,78
365,193,98,2,93,81
365,194,88,42,64,77
365,195,32,75,88,51
365,197,30,68,99,87
365,200,34,71,95,55
365,203,92,31,80,68
365,204,34,89,81,42
365,208,88,65,55,52
365,212,95,45,72,36
365,213,77,72,64,12
365,214,71,50,93,60
365,214,87,84,43,9
365,220,82,65,73,17
365,225,99,33,93,78
365,226,76,68,82,59
365,228,69,98,61,35
365,238,99,80,59,44
365,239,79,76,84,62
365,251,97,83,71,5
365,256,96,76,84,14
366,120,36,26,58,78
366,123,6,57,60,69
366,123,37,48,38,73
366,134,44,33,57,58
366,136,30,9,97,83
366,143,9,98,36,68
366,146,77,24,45,84
366,152,2,93,57,58
366,152,83,9,60,55
366,157,33,32,92,77
366,163,73,71,19,44
366,164,81,61,22,58
366,168,23,99,46,74
366,170,99,40,31,57
366,174,15,63,96,82
366,175,46,86,43,67
366,177,39,87,51,86
366,180,23,99,58,59
366,185,80,20,85,55
366,185,80,89,16,57
366,190,15,80,95,85
366,190,50,63,77,77
366,191,37,76,78,45
366,195,82,82,31,64
366,202,98,46,58,24
366,204,93,62,49,66
366,205,96,21,88,84
366,208,79,71,58,43
366,208,96,74,38,74
366,211,57,85,69,27
366,212,74,66,72,62
366,215,19,99,97,40
366,216,93,81,42,43
366,217,55,69,93,63
366,223,73,78,72,77
366,225,68,72,85,41
366,232,97,97,38,98
366,234,52,85,97,71
366,237,71,89,77,22
366,237,82,88,67,78
366,254,99,68,87,12
366,255,58,98,99,57
367,122,9,58,55,66
367,126,40,75,11,60
367,127,30,13,84,76
367,142,55,58,29,29
367,154,14,78,62,41
367,154,62,68,24,71
367,155,49,26,80,56
367,157,85,15,57,38
367,158,51,65,42,96
367,158,58,8,92,77
367,159,20,80,59,87
367,159,41,25,93,64
367,165,49,48,68,30
367,166,68,24,74,47
367,167,51,45,71,71
367,168,28,41,99,65
367,168,78,28,62,81
367,171,82,46,43,76
367,178,41,93,44,17
367,186,23,76,87,47
367,187,83,8,96,60
367,189,33,67,89,83
367,192,75,44,73,32
367,193,82,44,67,2
367,195,28,89,78,43
367,208,64,73,71,79
367,209,91,35,83,62
367,215,94,31,90,51
367,217,46,91,80,80
367,219,47,88,84,46
367,230,74,88,68,4
367,230,96,70,64,40
367,238,60,96,82,20
367,240,88,71,81,51
367,242,91,88,63,31
367,247,78,84,85,48
367,269,82,93,94,71
367,272,95,81,96,22
367,276,90,87,99,4
368,78,51,12,15,93
368,106,70,15,21,94
368,124,80,16,28,72
368,138,70,28,40,72
368,141,14,94,33,89
368,146,24,56,66,80
368,150,69,27,54,96
368,154,31,69,54,99
368,156,33,52,71,96
368,160,68,4,88,79
368,160,70,73,17,70
368,164,24,52,88,95
368,168,72,31,65,77
368,170,51,74,45,35
368,171,38,68,65,79
368,171,73,23,75,28
368,172,19,80,73,94
368,172,60,62,50,92
368,173,95,64,14,37
368,176,47,88,41,30
368,178,50,44,84,76
368,178,60,72,46,89
368,178,95,21,62,92
368,179,55,31,93,53
368,181,25,70,86,96
368,182,60,81,41,25
368,183,5,98,80,78
368,183,14,71,98,61
368,184,68,52,64,23
368,188,43,91,54,6
368,192,44,76,72,17
368,192,71,99,22,94
368,198,80,25,93,61
368,199,64,81,54,78
368,200,78,88,34,69
368,201,31,73,97,78
368,204,34,92,78,85
368,204,90,29,85,80
368,208,80,97,31,88
368,211,42,88,81,94
368,212,84,34,94,43
368,218,87,47,84,65
368,219,91,62,66,82
368,223,64,75,84,3
368,226,86,85,55,43
368,229,74,61,94,62
368,230,51,99,80,83
368,238,95,58,85,77
368,239,67,74,98,98
369,130,67,45,18,61
369,134,13,87,34,55
369,149,52,94,3,98
369,155,29,42,84,61
369,160,72,39,49,78
369,168,71,63,34,88
369,170,81,20,69,85
369,176,96,26,54,61
369,178,73,87,18,66
369,183,61,42,80,86
369,184,69,22,93,53
369,186,72,59,55,81
369,187,42,62,83,37
369,187,49,62,76,72
369,188,42,57,89,19
369,189,86,72,31,46
369,190,46,96,48,87
369,193,81,36,76,11
369,206,71,78,57,12
369,209,95,73,41,21
369,210,59,91,60,19
369,214,78,83,53,88
369,215,85,52,78,5
369,217,77,49,91,57
369,220,62,89,69,43
369,224,65,96,63,65
369,225,85,55,85,44
369,229,86,56,87,36
369,232,90,87,55,35
369,234,91,80,63,46
369,240,91,58,91,9
369,261,72,99,90,6
370,109,0,12,97,87
370,115,24,55,36,66
370,136,43,84,9,47
370,136,61,24,51,92
370,138,40,75,23,91
370,141,46,59,36,79
370,142,18,56,68,33
370,144,79,3,62,56
370,149,61,11,77,69
370,155,40,51,64,37
370,168,81,35,52,86
370,177,29,98,50,46
370,180,44,44,92,90
370,183,47,47,89,49
370,183,76,33,74,78
370,185,40,89,56,60
370,186,20,74,92,73
370,187,75,37,75,6
370,200,87,89,24,71
370,209,16,98,95,20
370,210,80,35,95,49
370,215,65,71,79,90
370,218,62,97,59,7
370,225,84,79,62,97
370,244,81,77,86,36
370,252,84,71,97,83
370,265,91,98,76,62
371,102,34,18,50,85
371,114,57,33,24,89
371,125,74,0,51,88
371,134,19,98,17,93
371,137,64,29,44,58
371,146,60,84,2,97
371,151,41,12,98,29
371,152,68,24,60,85
371,159,21,61,77,94
371,161,9,89,63,30
371,165,94,50,21,96
371,168,81,29,58,87
371,173,73,54,46,68
371,176,0,78,98,48
371,182,83,21,78,99
371,185,91,37,57,73
371,187,51,95,41,53
371,188,88,41,59,67
371,189,62,99,28,82
371,190,78,23,89,42
371,193,99,93,1,29
371,194,56,53,85,97
371,200,98,16,86,23
371,202,80,50,72,32
371,203,9,99,95,6
371,212,78,81,53,32
371,215,40,89,86,57
371,219,74,89,56,53
371,239,72,82,85,66
371,247,96,64,87,24
371,248,89,77,82,50
371,249,99,78,72,62
371,265,98,95,72,39
372,123,17,63,43,53
372,134,33,71,30,58
372,135,43,28,64,81
372,136,70,57,9,92
372,141,35,78,28,76
372,144,68,33,43,66
372,152,47,64,41,82
372,157,90,53,14,75
372,171,28,68,75,81
372,171,81,71,19,90
372,174,75,40,59,83
372,175,93,57,25,58
372,177,82,49,46,83
372,179,24,57,98,66
372,184,61,32,91,84
372,184,81,6,97,74
372,185,66,90,29,39
372,192,52,73,67,16
372,192,66,81,45,88
372,194,60,71,63,50
372,198,98,93,7,19
372,200,81,82,37,54
372,203,96,76,31,77
372,204,33,98,73,40
372,204,49,60,95,31
372,207,99,81,27,21
372,210,81,69,60,64
372,215,72,89,54,75
372,216,65,99,52,54
372,218,79,46,93,68
372,220,76,80,64,8
372,222,95,40,87,57
372,234,81,67,86,61
372,240,57,84,99,31
372,240,97,90,53,1
372,246,87,73,86,70
373,125,13,26,86,74
373,150,91,48,11,52
373,151,43,45,63,60
373,153,3,58,92,85
373,154,30,92,32,88
373,157,83,30,44,78
373,158,30,60,68,87
373,168,98,40,30,79
373,171,48,68,55,89
373,172,99,63,10,54
373,174,42,46,86,95
373,181,94,52,35,59
373,183,81,17,85,53
373,184,88,4,92,89
373,186,85,32,69,80
373,190,96,15,79,30
373,192,64,45,83,88
373,192,73,94,25,61
373,193,10,97,86,92
373,193,73,27,93,24
373,195,14,84,97,69
373,202,97,68,37,51
373,211,85,47,79,81
373,216,58,81,77,57
373,221,91,95,35,69
373,226,88,90,48,58
373,229,83,61,85,72
373,230,75,62,93,67
373,247,80,86,81,84
373,253,85,93,75,14
373,263,91,84,88,20
373,264,90,79,95,60
374,97,64,1,32,92
374,110,76,14,20,85
374,141,50,33,58,97
374,146,6,98,42,59
374,146,25,68,53,86
374,147,22,52,73,90
374,150,17,55,78,59
374,162,2,90,70,64
374,164,68,11,85,94
374,166,63,38,65,95
374,168,63,82,23,75
374,170,27,95,48,52
374,172,24,75,73,91
374,173,63,15,95,95
374,178,47,56,75,38
374,180,5,99,76,81
374,182,33,73,76,95
374,184,77,93,14,64
374,185,90,1,94,68
374,186,83,93,10,58
374,189,92,36,61,62
374,190,82,50,58,72
374,192,58,86,48,85
374,193,60,73,60,7
374,194,2,94,98,79
374,200,63,77,60,65
374,201,68,98,35,64
374,222,28,97,97,4
374,223,84,65,74,27
374,225,42,89,94,10
374,230,83,97,50,97
374,238,57,91,90,70
374,257,92,70,95,22
375,103,48,13,42,80
375,128,19,44,65,83
375,134,55,47,32,83
375,136,18,50,68,64
375,138,64,30,44,55
375,139,17,71,51,81
375,140,62,4,74,56
375,142,51,78,13,67
375,143,14,37,92,71
375,148,40,25,83,67
375,150,53,66,31,43
375,154,22,81,51,46
375,166,7,86,73,67
375,167,2,91,74,58
375,167,54,36,77,59
375,169,8,82,79,48
375,170,96,35,39,49
375,177,9,96,72,90
375,185,84,78,23,40
375,189,52,70,67,98
375,195,97,1,97,41
375,196,58,80,58,97
375,202,72,33,97,49
375,202,97,62,43,86
375,203,71,95,37,23
375,212,92,43,77,44
375,214,79,67,68,53
375,216,95,42,79,13
375,218,81,42,95,30
375,222,65,79,78,34
375,228,99,41,88,51
375,237,73,92,72,72
376,121,34,51,36,91
376,129,0,83,46,85
376,137,63,17,57,53
376,139,59,79,1,53
376,141,83,6,52,90
376,147,33,47,67,52
376,150,33,47,70,98
376,161,26,57,78,96
376,162,61,40,61,94
376,167,48,30,89,91
376,167,76,9,82,75
376,169,86,14,69,51
376,174,36,60,78,61
376,174,56,38,80,86
376,174,77,90,7,77
376,176,85,12,79,89
376,176,98,37,41,89
376,177,37,92,48,40
376,181,75,8,98,42
376,184,30,72,82,85
376,185,52,41,92,28
376,186,76,79,31,72
376,187,67,78,42,53
376,188,92,56,40,69
376,190,65,46,79,69
376,190,73,65,52,60
376,198,26,89,83,18
376,198,93,96,9,70
376,199,58,60,81,71
376,201,33,99,69,16
376,203,77,81,45,45
376,205,72,62,71,61
376,208,49,97,62,93
376,212,85,58,69,54
376,216,91,63,62,74
376,220,66,96,58,41
376,227,88,93,46,67
376,239,88,64,87,61
376,243,85,98,60,49
376,248,95,76,77,47
376,259,90,82,87,41
377,108,79,1,28,92
377,120,43,19,58,82
377,142,13,38,91,74
377,149,45,33,71,87
377,151,64,35,52,98
377,158,76,48,34,48
377,159,31,69,59,72
377,171,4,89,78,99
377,172,61,75,36,14
377,173,59,79,35,92
377,175,80,44,51,74
377,177,45,79,53,58
377,183,43,83,57,78
377,183,44,65,74,75
377,188,37,58,93,78
377,189,51,92,46,3
377,192,54,93,45,57
377,196,3,97,96,89
377,196,88,21,87,44
377,200,29,85,86,79
377,203,57,76,70,25
377,213,31,86,96,33
377,217,94,66,57,50
377,234,93,72,69,33
377,240,70,96,74,1
377,245,99,63,83,27
377,268,99,83,86,60
378,148,29,57,62,74
378,150,59,27,64,78
378,152,97,16,39,87
378,161,85,5,71,95
378,171,95,32,44,35
378,172,63,68,41,81
378,172,75,66,31,56
378,173,76,2,95,93
378,177,89,47,41,92
378,184,82,54,48,49
378,186,33,72,81,57
378,186,92,12,82,40
378,188,62,38,88,82
378,197,87,45,65,42
378,202,96,65,41,70
378,204,36,71,97,86
378,206,68,72,66,19
378,210,90,78,42,9
378,212,69,47,96,5
378,216,97,54,65,88
378,220,67,98,55,90
378,225,35,94,96,73
378,233,47,96,90,54
378,238,83,81,74,18
378,240,83,94,63,40
378,271,93,85,93,6
379,117,22,39,56,84
379,125,30,38,57,89
379,156,67,15,74,95
379,163,22,42,99,99
379,164,23,42,99,98
379,166,34,95,37,66
379,177,26,66,85,71
379,181,79,67,35,35
379,182,36,70,76,18
379,182,92,60,30,43
379,184,51,35,98,1
379,192,58,57,77,96
379,194,52,81,61,70
379,194,69,91,34,68
379,195,94,92,9,26
379,197,44,90,63,69
379,204,72,92,40,77
379,208,68,84,56,93
379,211,98,78,35,89
379,218,94,46,78,10
379,234,93,50,91,77
379,238,87,80,71,0
379,265,98,79,88,11
380,114,34,43,37,93
380,116,72,11,33,86
380,122,22,13,87,93
380,122,31,84,7,98
380,125,16,18,91,97
380,154,31,32,91,98
380,158,86,4,68,45
380,162,34,56,72,52
380,163,18,67,78,80
380,164,35,50,79,94
380,173,80,5,88,73
380,179,77,32,70,45
380,180,80,32,68,74
380,183,96,77,10,75
380,190,46,55,89,86
380,199,84,43,72,69
380,202,37,83,82,76
380,205,25,85,95,72
380,209,39,77,93,41
380,218,62,96,60,33
380,218,83,67,68,42
380,221,45,97,79,94
380,223,88,75,60,84
380,224,82,99,43,42
380,226,93,68,65,93
380,227,46,90,91,77
380,228,77,93,58,5
381,126,3,66,57,85
381,131,93,19,19,70
381,142,30,42,70,98
381,147,92,32,23,89
